1,73.9424
0,0.184052
1,1.80979
0,0.199401
1,4.18976
0,0.161597
1,7.12722
0,0.00589586
1,0.361277
0,1.04527
1,1.57771
0,2.34248
1,4.00468
0,0.315502
1,1.70919
0,11.7518
1,1.21478
0,2.95448
1,1.90853
0,1.81686
1,3.34757
0,3.82344
1,0.37803
0,0.16636
1,2.1099
0,2.77059
1,5.21625
0,0.420183
1,2.20497
0,0.296269
1,7.08665
0,0.84738
1,6.82634
0,0.659203
1,4.58792
0,3.71524
1,5.26414
0,1.51918
1,3.60478
0,0.83566
1,2.06584
0,1.90888
1,0.622259
0,0.34493
1,1.70997
0,0.318733
1,0.697154
0,3.94118
1,3.15381
0,3.51764
1,12.1611
0,1.36471
1,0.321933
0,1.89066
1,1.08033
0,1.79008
1,4.15144
0,2.82171
1,3.45934
0,2.19886
1,0.665228
0,0.379734
1,1.88564
0,1.83443
1,0.514028
0,1.16688
1,4.45793
0,2.95824
1,1.07421
0,0.940574
1,2.34606
0,0.277912
1,0.917648
0,1.29984
1,1.07381
0,2.43544
1,0.495626
0,0.602872
1,0.679357
0,2.74627
1,3.8054
0,2.77963
1,0.164032
0,1.81198
1,2.18623
0,2.88162
1,0.414258
0,3.6764
1,0.921336
0,3.26236
1,2.41168
0,1.14577
1,7.50895
0,1.48627
1,3.37899
0,2.47704
1,5.16376
0,0.0915533
1,12.4168
0,4.07031
1,3.1717
0,1.82257
1,4.56384
0,1.31265
1,2.05431
0,1.14034
1,1.38919
0,1.43842
1,1.21062
0,0.78999
1,1.67199
0,2.30432
1,3.05767
0,1.40364
1,9.71757
0,2.04773
1,1.178
0,0.310082
1,1.4781
0,0.55866
1,0.30156
0,0.535656
1,7.90842
0,2.5544
1,4.72003
0,4.52302
1,2.29819
0,0.756766
1,1.93905
0,0.949321
1,6.63126
0,0.591747
1,1.66054
0,0.252727
1,3.24785
0,2.68963
1,3.21936
0,0.798507
1,9.96568
0,0.71282
1,3.72788
0,1.26729
1,6.02642
0,2.20941
1,1.84725
0,0.777703
1,0.950905
0,0.551967
1,0.223421
0,1.37545
1,2.45494
0,0.229501
1,1.79168
0,2.22219
1,2.55947
0,0.112996
1,1.09314
0,2.11622
1,1.22775
0,0.769701
1,4.38567
0,0.750448
1,4.89041
0,3.17807
1,0.981251
0,1.57216
1,2.17616
0,0.59907
1,1.37771
0,3.1903
1,4.17306
0,3.13862
1,0.0306099
0,0.215765
1,3.27682
0,3.69655
1,0.386809
0,0.78143
1,0.823528
0,0.524831
1,3.1228
0,1.15207
1,1.38639
0,1.51682
1,1.59823
0,2.27548
1,4.77095
0,0.397397
1,1.64363
0,1.13261
1,1.1534
0,1.37841
1,7.47261
0,3.15857
1,3.47078
0,1.66728
1,2.19997
0,6.64692
1,2.48079
0,0.100481
1,2.3835
0,0.667466
1,4.91756
0,2.1399
1,0.957653
0,2.60027
1,1.72675
0,0.96328
1,1.28277
0,3.02219
1,2.86401
0,0.097302
1,1.4456
0,1.36228
1,2.27704
0,3.388
1,0.676501
0,1.33188
1,1.50534
0,3.5187
1,3.0591
0,0.439686
1,3.71513
0,0.502295
1,3.03058
0,5.86407
1,2.70044
0,4.72398
1,1.01838
0,2.0675
1,1.12973
0,2.63341
1,0.770945
0,0.904792
1,3.19532
0,4.06037
1,2.25314
0,0.785578
1,4.11056
0,0.274951
1,5.23014
0,1.98703
1,8.11382
0,1.45402
1,1.13487
0,1.48601
1,3.29173
0,0.0638745
1,5.34191
0,2.57463
1,3.80604
0,1.66512
1,0.108643
0,3.58348
1,3.89123
0,4.10225
1,1.04353
0,0.36813
1,5.24309
0,0.144861
1,2.33261
0,1.10814
1,0.110539
0,0.783785
1,5.55893
0,1.46101
1,1.53669
0,4.49412
1,1.39319
0,3.19612
1,4.93084
0,1.21366
1,13.7796
0,1.52097
1,2.41006
0,1.94998
1,6.59884
0,1.88913
1,2.93527
0,1.29679
1,3.94812
0,0.137746
1,4.00244
0,1.28181
1,1.78556
0,1.13961
1,0.430428
0,2.02164
1,4.17975
0,6.90977
1,0.708494
0,0.635727
1,0.375928
0,1.17021
1,2.28899
0,0.109744
1,3.82891
0,2.50155
1,0.37741
0,0.33412
1,5.59192
0,5.46124
1,1.35847
0,0.12621
1,8.17746
0,1.4448
1,1.1169
0,4.4511
1,2.37862
0,4.57899
1,1.49588
0,2.71303
1,2.01907
0,3.44532
1,1.49622
0,1.68848
1,3.23715
0,2.58134
1,1.85069
0,6.15817
1,3.2274
0,3.26056
1,4.20667
0,0.901649
1,2.93826
0,0.264621
1,0.332787
0,4.12519
1,4.33506
0,4.64273
1,2.28531
0,1.82099
1,2.52059
0,1.34866
1,5.01843
0,2.6756
1,7.18695
0,0.553666
1,1.7918
0,0.71513
1,0.831656
0,1.26194
1,1.7321
0,0.248808
1,3.976
0,3.75863
1,1.37722
0,2.41775
1,5.45106
0,12.1709
1,1.63722
0,0.793762
1,2.54118
0,1.08826
1,1.94788
0,1.39587
1,5.97889
0,0.0352499
1,2.19399
0,1.46893
1,0.783958
0,7.07526
1,4.11321
0,2.79191
1,1.23905
0,0.679756
1,0.846648
0,1.57371
1,2.2286
0,4.18108
1,3.71861
0,4.97697
1,0.44269
0,2.94467
1,2.04467
0,0.0783539
1,0.990682
0,0.752184
1,6.2486
0,0.451482
1,0.321435
0,0.553345
1,10.8478
0,1.98305
1,3.99002
0,4.91211
1,1.26457
0,1.84652
1,1.21568
0,4.8001
1,0.753977
0,0.746011
1,1.98084
0,1.44764
1,1.84444
0,0.0204644
1,4.86096
0,0.637727
1,2.40437
0,2.87489
1,1.86738
0,1.1522
1,1.63782
0,2.6018
1,7.52034
0,0.135185
1,9.02642
0,0.468737
1,0.176499
0,0.770432
1,1.43768
0,0.256034
1,2.24433
0,1.61451
1,2.34184
0,0.193854
1,1.0446
0,3.9011
1,0.51585
0,1.97239
1,8.9425
0,0.503908
1,2.22966
0,0.998557
1,0.742273
0,1.12191
1,3.25403
0,0.058746
1,4.54142
0,0.064015
1,1.91922
0,4.78902
1,5.48519
0,1.08534
1,1.27967
0,0.387171
1,2.12122
0,2.33474
1,6.3654
0,0.206351
1,1.93438
0,3.60438
1,6.7064
0,3.95632
1,4.37064
0,1.93247
1,2.68529
0,0.746533
1,1.95742
0,0.272777
1,4.89541
0,6.48789
1,1.6321
0,1.5181
1,4.43208
0,4.14527
1,3.69981
0,1.68959
1,0.682058
0,2.24047
1,0.160743
0,2.18046
1,0.643738
0,0.405509
1,0.558187
0,1.04858
1,7.60617
0,0.469283
1,6.38105
0,1.51145
1,0.561885
0,9.42579
1,2.70864
0,0.139102
1,0.294044
0,5.47567
1,2.10788
0,0.786682
1,1.05011
0,3.3341
1,2.95921
0,0.773857
1,7.82825
0,2.56898
1,0.276802
0,1.07057
1,7.09519
0,2.99904
1,3.52335
0,1.42819
1,2.33021
0,1.9813
1,5.69461
0,3.33484
1,1.8942
0,7.88412
1,2.71277
0,1.07129
